"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"lik[22,1,13]",0.836126246761013,0.0557985663667445,0.714063792811513,0.801348380485732,0.841574410900579,0.876795901178421,0.928935731278888,1.00003005541659,30000,0,1
"lik[23,1,13]",0.0643987949600227,0.0227629466536002,0.0262669126473979,0.0478689227845886,0.0622018791996611,0.0786527751444537,0.114394345438311,0.999987915860124,30000,0,1
"lik[24,1,13]",0.775507569308053,0.0774128603545617,0.607065057330785,0.726596763251637,0.782340604191608,0.831497724127714,0.906263736394323,0.999961958862325,30000,0,1
"lik[25,1,13]",0.782328199175432,0.073682194518608,0.622407477372808,0.735604798049339,0.788794913997443,0.835600000711706,0.907341101905753,0.999962500239375,30000,0,1
"lik[26,1,13]",0.820439596589896,0.0585206489913169,0.693733431071773,0.783493522352336,0.825752791674109,0.863186035474317,0.918949296219727,1.00000859656411,30000,0,1
"lik[27,1,13]",0.913441228202053,0.0520195747139688,0.787092043442594,0.885265611883142,0.923605249059369,0.952238808898991,0.9836825597289,1.00008753362537,19194,0,1
"lik[28,1,13]",0.0474545148548315,0.0193943489377223,0.0163701241413591,0.0331269376606764,0.0451475014941605,0.0593425225578715,0.0911443572486977,0.999999533652288,30000,0,1
"lik[29,1,13]",0.85348313277705,0.0554385963783501,0.729418053311348,0.819064463216439,0.85928893434281,0.893899401817771,0.943959148111736,1.00003093223298,30000,0,1
"lik[30,1,13]",0.850328177308275,0.0553040371205442,0.727533941154987,0.81594057202553,0.85608864999208,0.890713807747496,0.94110419239776,1.0000330358666,30000,0,1
"lik[31,1,13]",0.884871636567247,0.0610204181803342,0.742180323059623,0.848673274659469,0.894481407292368,0.930681989368513,0.973983443809904,0.999978963587217,30000,0,1
"lik[32,1,13]",0.848256090617547,0.0552627100686856,0.725997945446489,0.813713209819759,0.853834074438537,0.888594396852172,0.939163997253582,1.00003387215057,30000,0,1
"lik[33,1,13]",0.904736459868407,0.0642862896893999,0.745345798873757,0.870397188630937,0.918972651213197,0.952917521335391,0.987041161386586,0.999964505945802,30000,0,1
"lik[34,1,13]",0.00864432834376035,0.00891872417191849,0.000543563298927071,0.00274620864433914,0.00579338680951228,0.0113021014872864,0.0333815380379147,1.00080006039091,24591,0,1
"lik[35,1,13]",0.837705913910789,0.0556519338008702,0.715667169869346,0.802863890594799,0.843209622121009,0.878385339177013,0.930312602062435,1.00003134851242,30000,0,1
